190|4|4|1906-10-07
191|2|1|1906-10-21
192|3|1|1906-11-04
193|1|0|1907-02-16
194|2|3|1907-02-23
195|1|0|1907-03-04
196|3|0|1907-03-16
197|1|1|1907-03-18
198|1|1|1907-04-06
199|5|2|1907-04-07
200|1|3|1907-04-14
201|1|2|1907-04-21
202|3|1|1907-05-05
203|1|2|1907-05-09
204|5|3|1907-10-06
205|4|1|1907-11-03
206|1|3|1908-02-15
207|2|1|1908-03-07
208|1|2|1908-03-08
209|0|5|1908-03-14
210|1|7|1908-03-16
211|1|4|1908-03-29
212|1|1|1908-04-04
213|5|2|1908-04-05
214|5|3|1908-04-05
215|0|1|1908-04-11
216|1|2|1908-04-12
217|3|1|1908-04-26
218|4|0|1908-05-03
219|4|1|1908-05-10
220|1|6|1908-06-06
221|3|2|1908-06-07
222|1|11|1908-06-08
223|0|7|1908-06-10
224|0|4|1908-06-13
225|11|3|1908-07-12
226|2|2|1908-08-15
227|2|1|1908-09-13
228|0|1|1908-10-04
229|5|3|1908-10-25
230|2|1|1908-10-26
231|5|3|1908-11-01
232|4|0|1909-02-13
233|3|2|1909-03-01
234|2|0|1909-03-15
235|5|0|1909-03-15
236|2|3|1909-03-20
237|1|4|1909-03-21
238|2|0|1909-04-03
239|1|0|1909-04-04
240|3|3|1909-04-04
241|4|1|1909-04-25
242|3|4|1909-05-02
243|5|2|1909-05-09
244|2|4|1909-05-29
245|1|1|1909-05-30
246|2|8|1909-05-31
247|1|8|1909-06-01
248|2|1|1909-08-15
249|2|2|1909-09-19
250|3|1|1909-10-10
251|2|2|1909-11-07
252|1|1|1910-02-12
253|1|0|1910-03-05
254|3|2|1910-03-13
255|0|1|1910-03-14
256|1|0|1910-03-19
257|2|0|1910-04-02
258|0|4|1910-04-03
259|2|3|1910-04-03
260|7|0|1910-04-10
261|4|1|1910-04-11
262|4|2|1910-04-24
263|2|1|1910-05-01
264|6|2|1910-05-15
265|0|3|1910-05-16
266|6|1|1910-05-26
267|3|1|1910-05-27
268|0|3|1910-05-29
269|5|1|1910-06-05
270|4|1|1910-06-12
271|3|1|1910-08-15
272|0|3|1910-09-11
273|0|4|1910-09-11
274|1|2|1910-10-16
275|3|0|1910-11-06
276|1|1|1910-11-13
277|2|6|1910-11-27
278|0|3|1911-01-01
279|0|1|1911-01-06
280|2|0|1911-01-08
281|1|2|1911-01-28
282|2|1|1911-02-11
283|2|2|1911-03-06
284|3|0|1911-03-13
285|2|0|1911-03-18
286|1|5|1911-03-19
287|6|2|1911-03-26
288|1|1|1911-04-01
289|3|1|1911-04-02
290|2|2|1911-04-09
291|2|1|1911-04-23
292|5|2|1911-04-23
293|7|1|1911-04-30
294|3|1|1911-05-07
295|2|2|1911-05-07
296|3|0|1911-05-21
297|2|4|1911-06-18
298|0|2|1911-08-15
299|4|1|1911-09-17
300|2|3|1911-09-17
301|1|1|1911-10-08
302|1|2|1911-10-09
303|2|0|1911-10-22
304|2|5|1911-10-22
305|1|3|1911-10-29
306|9|0|1911-10-29
307|1|4|1911-10-29
308|3|0|1911-10-29
309|2|0|1911-11-05
310|1|4|1911-12-17
311|1|1|1912-01-28
312|1|6|1912-02-10
313|7|0|1912-02-10
314|4|1|1912-02-18
315|9|2|1912-02-20
316|1|0|1912-03-02
317|1|2|1912-03-10
318|0|2|1912-03-11
319|1|4|1912-03-16
320|3|4|1912-03-17
321|1|1|1912-03-23
322|5|5|1912-03-24
323|2|3|1912-04-13
324|4|4|1912-04-14
325|4|3|1912-04-28
326|1|1|1912-05-05
327|1|2|1912-05-05
328|1|2|1912-06-16
329|2|2|1912-06-20
330|0|6|1912-06-23
331|7|1|1912-06-27
332|5|1|1912-06-30
333|1|1|1912-07-01
334|3|0|1912-07-03
335|2|1|1912-07-03
336|3|1|1912-07-05
337|0|9|1912-07-12
338|0|12|1912-07-14
339|2|0|1912-08-15
340|3|0|1912-08-25
341|0|1|1912-09-22
342|3|3|1912-10-06
343|3|1|1912-10-06
344|4|0|1912-11-03
345|4|2|1912-11-03
346|2|3|1912-11-17
347|1|3|1912-12-01
348|1|0|1912-12-01
349|1|3|1912-12-22
350|1|0|1913-01-12
351|0|1|1913-01-18
352|2|1|1913-02-15
353|3|0|1913-02-16
354|0|0|1913-03-03
355|3|3|1913-03-09
356|1|4|1913-03-09
357|1|2|1913-03-15
358|4|3|1913-03-17
359|1|0|1913-04-05
360|8|0|1913-04-20
361|2|4|1913-04-20
362|1|4|1913-04-27
363|1|0|1913-05-01
364|1|4|1913-05-04
365|1|2|1913-05-04
366|1|2|1913-05-18
367|2|0|1913-05-18
368|8|0|1913-05-25
369|9|0|1913-06-08
370|1|1|1913-06-15
371|2|0|1913-06-15
372|2|1|1913-07-09
373|4|0|1913-08-15
374|2|0|1913-08-31
375|1|1|1913-09-14
376|0|2|1913-09-21
377|0|10|1913-10-05
378|1|0|1913-10-05
379|1|4|1913-10-26
380|4|3|1913-10-26
381|1|1|1913-10-26
382|1|0|1913-10-26
383|2|0|1913-11-02
384|6|2|1913-11-23
385|0|0|1914-01-11
386|1|2|1914-01-19
387|4|3|1914-01-25
388|5|4|1914-02-08
389|0|3|1914-02-14
390|0|0|1914-02-28
391|2|2|1914-03-08
392|1|1|1914-03-14
393|2|4|1914-03-15
394|0|2|1914-03-16
395|2|0|1914-03-29
396|1|1|1914-04-05
397|4|4|1914-04-05
398|3|1|1914-04-14
399|4|2|1914-04-26
400|2|0|1914-05-03
401|4|3|1914-05-17
402|0|1|1914-05-17
403|4|3|1914-05-24
404|5|1|1914-05-31
405|1|1|1914-06-21
406|0|1|1914-06-28
407|2|2|1914-07-05
408|1|1|1914-07-12
409|3|2|1914-08-30
410|2|1|1914-09-13
411|3|0|1914-09-20
412|0|1|1914-09-27
413|2|2|1914-10-04
414|7|0|1914-10-25
415|1|2|1914-11-08
416|6|1|1915-01-03
417|3|1|1915-01-31
418|2|2|1915-02-07
419|2|5|1915-05-02
420|1|0|1915-05-13
421|1|2|1915-05-30
422|2|0|1915-06-06
423|1|1|1915-06-27
424|2|3|1915-07-18
425|2|1|1915-08-15
426|2|0|1915-09-12
427|8|1|1915-09-19
428|4|2|1915-10-03
429|5|2|1915-10-24
430|0|2|1915-10-31
431|6|2|1915-11-07
432|3|1|1916-05-07
433|1|3|1916-05-21
434|0|0|1916-05-22
435|2|0|1916-06-04
436|2|1|1916-06-04
437|5|0|1916-06-04
438|0|2|1916-06-25
439|0|4|1916-07-02
440|6|0|1916-07-02
441|6|1|1916-07-06
442|1|1|1916-07-08
443|1|1|1916-07-10
444|1|0|1916-07-12
445|1|2|1916-07-12
446|4|1|1916-07-14
447|0|0|1916-07-17
448|0|1|1916-07-18
449|3|1|1916-08-15
450|1|2|1916-08-15
451|2|3|1916-08-20
452|1|1|1916-09-03
453|7|2|1916-10-01
454|2|3|1916-10-01
455|0|0|1916-10-01
456|0|1|1916-10-01
457|4|0|1916-10-08
458|8|0|1916-10-15
459|3|1|1916-10-29
460|3|3|1916-11-05
461|1|1|1917-05-06
462|2|15|1917-05-07
463|1|1|1917-06-03
464|6|2|1917-06-03
465|1|2|1917-06-17
466|1|4|1917-07-15
467|0|2|1917-07-18
468|1|0|1917-08-15
469|3|3|1917-08-19
470|1|0|1917-09-02
471|0|2|1917-09-16
472|4|0|1917-09-30
473|4|2|1917-10-03
474|1|0|1917-10-06
475|12|0|1917-10-07
476|2|1|1917-10-07
477|4|0|1917-10-07
478|5|0|1917-10-12
479|1|2|1917-10-14
480|1|0|1917-10-14
481|3|1|1917-10-16
482|1|2|1917-11-04
483|0|1|1917-12-23
484|3|2|1917-12-26
485|2|0|1918-04-14
486|5|1|1918-05-09
487|2|1|1918-05-12
488|2|0|1918-05-26
489|0|2|1918-06-02
490|3|0|1918-06-02
491|3|1|1918-06-16
492|1|1|1918-07-18
493|3|1|1918-07-28
494|0|0|1918-08-15
495|2|1|1918-08-25
496|2|1|1918-09-15
497|1|1|1918-09-20
498|2|0|1918-09-29
499|0|3|1918-10-06
500|4|0|1918-10-06
501|1|2|1918-10-20
502|2|2|1919-03-09
503|2|1|1919-04-06
504|6|0|1919-05-11
505|1|5|1919-05-11
506|2|3|1919-05-13
507|0|3|1919-05-15
508|0|2|1919-05-17
509|3|1|1919-05-18
510|1|2|1919-05-21
511|4|1|1919-05-22
512|1|2|1919-05-24
513|2|2|1919-05-26
514|1|0|1919-05-29
515|1|0|1919-05-29
516|3|3|1919-06-01
517|3|0|1919-06-05
518|3|1|1919-06-09
519|5|1|1919-06-12
520|4|3|1919-06-29
521|4|1|1919-07-18
522|4|1|1919-08-24
523|2|1|1919-08-24
524|1|1|1919-08-31
525|1|2|1919-09-07
526|1|5|1919-09-14
527|3|2|1919-09-21
528|3|3|1919-09-28
529|2|0|1919-10-05
530|3|0|1919-10-12
531|6|1|1919-10-19
532|1|1|1919-10-25
533|3|2|1919-11-09
534|4|2|1919-12-07
535|9|4|1920-01-18
536|2|2|1920-02-14
537|1|1|1920-02-26
538|0|2|1920-02-29
539|3|0|1920-03-13
540|1|2|1920-03-15
541|2|1|1920-03-28
542|3|0|1920-03-28
543|2|0|1920-04-05
544|5|4|1920-04-10
545|2|2|1920-05-02
546|1|1|1920-05-13
547|2|1|1920-05-16
548|4|0|1920-05-30
549|0|1|1920-06-06
550|1|1|1920-06-13
551|0|3|1920-06-27
552|4|1|1920-06-27
553|2|0|1920-07-18
554|1|3|1920-07-25
555|1|0|1920-08-08
556|0|1|1920-09-11
557|1|1|1920-09-12
558|0|6|1920-09-18
559|1|0|1920-09-19
560|1|1|1920-09-20
561|2|0|1920-09-25
562|3|2|1920-09-26
563|0|0|1920-09-26
564|1|2|1920-10-03
565|0|2|1920-10-10
566|6|0|1920-10-17
567|2|0|1920-10-23
568|1|0|1920-10-24
569|1|2|1920-11-07
570|2|1|1921-02-12
571|1|2|1921-02-20
572|0|2|1921-02-26
573|3|1|1921-03-06
574|2|1|1921-03-06
575|0|0|1921-03-14
576|2|2|1921-03-26
577|4|0|1921-04-03
578|1|0|1921-04-04
579|3|1|1921-04-07
580|3|0|1921-04-09
581|2|1|1921-04-09
582|2|2|1921-04-14
583|4|1|1921-04-24
584|2|2|1921-05-01
585|2|3|1921-05-05
586|3|3|1921-05-05
587|2|2|1921-05-08
588|1|1|1921-05-15
589|0|2|1921-05-21
590|3|2|1921-05-25
591|0|3|1921-05-29
592|0|3|1921-05-30
593|3|0|1921-06-05
594|1|1|1921-06-12
595|3|1|1921-06-19
596|0|1|1921-07-09
597|0|0|1921-07-22
598|1|3|1921-07-24
599|2|3|1921-07-31
600|0|3|1921-08-28
601|7|0|1921-09-14
602|3|3|1921-09-18
603|0|6|1921-09-18
604|0|3|1921-09-18
605|1|0|1921-10-02
606|3|1|1921-10-02
607|2|1|1921-10-09
608|0|0|1921-10-09
609|3|0|1921-10-12
610|3|0|1921-10-16
611|1|1|1921-10-22
612|1|2|1921-10-23
613|6|1|1921-10-28
614|1|0|1921-10-30
615|4|2|1921-11-02
616|4|2|1921-11-06
617|1|1|1921-11-06
618|2|2|1921-11-13
619|0|5|1921-11-13
620|1|0|1921-12-18
621|3|1|1921-12-18
622|2|1|1922-01-15
623|3|3|1922-01-15
624|2|1|1922-02-04
625|1|1|1922-02-26
626|2|1|1922-03-04
627|1|0|1922-03-12
628|1|0|1922-03-13
629|4|0|1922-03-26
630|2|2|1922-03-26
631|0|1|1922-04-08
632|0|0|1922-04-15
633|2|0|1922-04-17
634|0|2|1922-04-23
635|0|4|1922-04-30
636|1|1|1922-04-30
637|1|2|1922-05-07
638|0|3|1922-05-14
639|4|2|1922-05-21
640|2|1|1922-05-25
641|1|2|1922-05-28
642|1|4|1922-06-05
643|1|2|1922-06-08
644|7|1|1922-06-11
645|0|3|1922-06-11
646|7|0|1922-06-11
647|1|1|1922-06-15
648|3|1|1922-06-17
649|1|1|1922-06-24
650|4|3|1922-06-28
651|0|0|1922-07-02
652|3|1|1922-07-08
653|1|1|1922-07-09
654|1|5|1922-07-13
655|10|2|1922-08-11
656|0|2|1922-08-13
657|0|0|1922-08-23
658|1|3|1922-08-26
659|1|1|1922-09-03
660|3|3|1922-09-10
661|1|1|1922-09-17
662|0|2|1922-09-23
663|2|2|1922-09-24
664|1|1|1922-09-24
665|1|1|1922-09-24
666|0|5|1922-09-24
667|4|0|1922-09-28
668|0|0|1922-10-01
669|1|2|1922-10-01
670|1|3|1922-10-01
671|0|3|1922-10-05
672|0|1|1922-10-08
673|1|0|1922-10-12
674|2|0|1922-10-15
675|2|0|1922-10-18
676|2|0|1922-10-21
677|1|0|1922-10-22
678|3|0|1922-10-22
679|2|1|1922-10-22
680|3|1|1922-10-29
681|1|0|1922-11-12
682|5|0|1922-11-19
683|4|1|1922-11-19
684|1|2|1922-11-26
685|2|2|1922-12-03
686|1|0|1922-12-10
687|2|2|1922-12-17
688|1|2|1922-12-17
689|2|3|1923-01-01
690|3|1|1923-01-01
691|3|1|1923-01-04
692|1|4|1923-01-07
693|1|4|1923-01-14
694|2|0|1923-01-21
695|3|0|1923-01-28
696|1|0|1923-02-04
697|1|4|1923-02-11
698|4|1|1923-02-25
699|1|3|1923-02-25
700|0|1|1923-03-03
701|0|0|1923-03-04
702|2|2|1923-03-05
703|1|6|1923-03-11
704|2|0|1923-03-17
705|6|1|1923-03-19
706|8|1|1923-04-02
707|2|2|1923-04-14
708|0|3|1923-04-14
709|0|0|1923-04-15
710|2|2|1923-04-22
711|1|1|1923-04-29
712|1|0|1923-05-06
713|2|0|1923-05-06
714|1|4|1923-05-10
715|0|0|1923-05-10
716|0|2|1923-05-20
717|2|4|1923-05-21
718|3|0|1923-05-22
719|1|5|1923-05-24
720|1|3|1923-05-24
721|1|0|1923-05-25
722|5|1|1923-05-27
723|1|2|1923-06-03
724|1|2|1923-06-03
725|2|1|1923-06-09
726|1|2|1923-06-10
727|4|2|1923-06-10
728|2|3|1923-06-16
729|3|2|1923-06-17
730|3|0|1923-06-17
731|5|4|1923-06-20
732|2|2|1923-06-21
733|0|0|1923-06-24
734|0|5|1923-06-24
735|2|1|1923-06-29
736|1|4|1923-06-30
737|0|6|1923-07-01
738|2|2|1923-07-15
739|2|2|1923-07-22
740|1|1|1923-07-24
741|1|2|1923-08-12
742|2|1|1923-08-15
743|3|1|1923-08-19
744|1|1|1923-09-02
745|2|3|1923-09-16
746|2|4|1923-09-18
747|5|3|1923-09-23
748|2|0|1923-09-23
749|1|4|1923-09-25
750|2|1|1923-09-30
751|2|1|1923-09-30
752|0|2|1923-09-30
753|1|3|1923-10-14
754|2|1|1923-10-20
755|2|2|1923-10-26
756|4|4|1923-10-28
757|0|2|1923-10-28
758|2|1|1923-10-28
759|4|3|1923-10-29
760|2|2|1923-11-01
761|2|2|1923-11-01
762|1|5|1923-11-01
763|1|0|1923-11-04
764|2|0|1923-11-04
765|0|1|1923-11-11
766|2|1|1923-11-18
767|2|0|1923-11-22
768|4|1|1923-11-25
769|2|1|1923-11-25
770|1|0|1923-11-25
771|0|2|1923-12-02
772|2|0|1923-12-02
773|2|0|1923-12-09
774|2|1|1923-12-09
775|2|0|1923-12-12
776|3|3|1923-12-16
777|3|0|1923-12-16
778|2|0|1924-01-13
779|4|3|1924-01-13
780|0|4|1924-01-20
781|1|4|1924-02-10
782|2|0|1924-02-16
783|2|0|1924-03-01
784|1|2|1924-03-03
785|0|0|1924-03-09
786|0|7|1924-03-13
787|0|1|1924-03-15
788|1|1|1924-03-23
789|3|0|1924-03-23
790|1|1|1924-03-23
791|0|4|1924-04-06
792|7|1|1924-04-06
793|1|1|1924-04-12
794|0|1|1924-04-21
795|2|0|1924-04-21
796|1|1|1924-04-27
797|2|2|1924-05-04
798|1|3|1924-05-15
799|1|3|1924-05-17
800|2|1|1924-05-18
801|5|1|1924-05-18
802|4|2|1924-05-18
803|4|1|1924-05-20
804|6|0|1924-05-21
805|4|0|1924-05-25
806|2|0|1924-05-25
807|10|0|1924-05-27
808|0|1|1924-06-04
809|3|2|1924-06-07
810|2|3|1924-06-10
811|0|1|1924-06-14
812|2|3|1924-06-15
813|0|2|1924-06-15
814|1|2|1924-06-15
815|2|4|1924-06-17
816|1|4|1924-06-19
817|3|1|1924-06-22
818|1|3|1924-06-22
819|4|1|1924-06-23
820|0|0|1924-06-28
821|2|0|1924-06-29
822|5|0|1924-06-29
823|1|4|1924-07-12
824|5|2|1924-07-25
825|1|0|1924-07-26
826|5|7|1924-07-28
827|1|0|1924-08-10
828|0|2|1924-08-14
829|2|0|1924-08-23
830|1|2|1924-08-24
831|4|1|1924-08-31
832|1|4|1924-08-31
833|4|0|1924-08-31
834|2|1|1924-09-14
835|4|0|1924-09-14
836|1|3|1924-09-14
837|4|1|1924-09-21
838|6|1|1924-09-21
839|1|1|1924-09-21
840|1|2|1924-09-24
841|0|2|1924-09-28
842|2|1|1924-10-02
843|2|1|1924-10-05
844|0|0|1924-10-12
845|2|0|1924-10-18
846|5|0|1924-10-19
847|3|1|1924-10-22
848|2|0|1924-10-25
849|3|1|1924-10-26
850|1|3|1924-11-01
851|2|1|1924-11-02
852|0|0|1924-11-02
853|1|1|1924-11-09
854|3|0|1924-11-11
855|2|2|1924-11-16
856|3|0|1924-11-16
857|0|1|1924-11-23
858|4|0|1924-12-08
859|1|1|1924-12-14
860|2|1|1924-12-21
861|3|1|1925-02-14
862|1|1|1925-02-22
863|0|3|1925-02-28
864|1|2|1925-02-28
865|0|1|1925-03-15
866|2|0|1925-03-22
867|1|2|1925-03-22
868|7|0|1925-03-22
869|5|0|1925-03-25
870|0|3|1925-03-26
871|0|1|1925-03-29
872|2|1|1925-03-29
873|2|0|1925-04-04
874|2|1|1925-04-10
875|0|0|1925-04-18
876|0|4|1925-04-19
877|4|1|1925-04-19
878|1|2|1925-05-01
879|5|0|1925-05-03
880|3|1|1925-05-05
881|1|2|1925-05-15
882|2|0|1925-05-20
883|2|3|1925-05-21
884|1|3|1925-05-21
885|1|5|1925-05-22
886|3|1|1925-05-24
887|0|0|1925-05-24
888|2|4|1925-05-31
889|0|3|1925-06-01
890|1|0|1925-06-07
891|4|0|1925-06-09
892|1|0|1925-06-14
893|0|2|1925-06-14
894|1|0|1925-06-18
895|5|1|1925-06-21
896|1|0|1925-06-21
897|3|5|1925-06-26
898|1|0|1925-06-27
899|0|1|1925-06-28
900|2|0|1925-07-05
901|2|4|1925-07-05
902|1|1|1925-07-09
903|1|2|1925-07-10
904|1|1|1925-07-12
905|6|2|1925-07-12
906|0|1|1925-07-14
907|0|1|1925-07-18
908|0|2|1925-07-19
909|3|1|1925-08-09
910|1|0|1925-08-15
911|0|1|1925-08-19
912|3|7|1925-08-23
913|0|0|1925-08-23
914|2|2|1925-08-26
915|2|2|1925-08-30
916|0|0|1925-09-02
917|1|1|1925-09-20
918|2|2|1925-09-20
919|0|1|1925-09-27
920|3|3|1925-09-27
921|1|2|1925-10-02
922|0|1|1925-10-04
923|2|0|1925-10-11
924|0|0|1925-10-24
925|4|2|1925-10-25
926|0|4|1925-10-25
927|7|0|1925-10-28
928|0|3|1925-10-31
929|2|6|1925-11-01
930|2|1|1925-11-04
931|1|1|1925-11-08
932|2|0|1925-11-08
933|6|1|1925-11-08
934|2|0|1925-11-29
935|5|2|1925-12-06
936|4|1|1925-12-13
937|3|4|1925-12-13
938|2|1|1925-12-13
939|3|1|1925-12-17
940|3|1|1925-12-20
941|2|2|1925-12-25
942|3|1|1926-01-17
943|1|1|1926-01-24
944|0|1|1926-01-31
945|2|1|1926-02-07
946|3|0|1926-02-13
947|0|2|1926-02-14
948|2|2|1926-02-14
949|4|0|1926-02-27
950|1|3|1926-03-01
951|2|0|1926-03-03
952|2|0|1926-03-14
953|1|1|1926-03-14
954|3|0|1926-03-21
955|5|0|1926-03-28
956|4|3|1926-04-11
957|0|1|1926-04-17
958|4|2|1926-04-18
959|4|2|1926-04-18
960|1|1|1926-04-18
961|1|0|1926-04-25
962|6|1|1926-04-25
963|1|1|1926-05-01
964|0|3|1926-05-02
965|1|5|1926-05-02
966|2|1|1926-05-03
967|1|3|1926-05-07
968|3|2|1926-05-09
969|3|5|1926-05-24
970|2|1|1926-05-29
971|4|1|1926-05-30
972|3|1|1926-05-30
973|2|1|1926-06-03
974|2|5|1926-06-06
975|2|1|1926-06-06
976|3|2|1926-06-09
977|4|1|1926-06-13
978|3|1|1926-06-13
979|4|1|1926-06-13
980|2|2|1926-06-13
981|2|2|1926-06-20
982|3|2|1926-06-20
983|3|3|1926-06-20
984|2|6|1926-06-28
985|4|2|1926-07-03
986|2|0|1926-07-04
987|2|1|1926-07-07
988|5|3|1926-07-18
989|4|1|1926-07-20
990|1|7|1926-07-23
991|2|3|1926-07-26
992|7|1|1926-08-08
993|1|4|1926-08-12
994|4|1|1926-08-20
995|2|3|1926-08-21
996|1|1|1926-09-05
997|6|1|1926-09-12
998|2|3|1926-09-19
999|0|1|1926-09-19
1000|2|2|1926-09-19
1001|1|2|1926-09-28
1002|2|0|1926-10-03
1003|3|1|1926-10-03
1004|2|3|1926-10-03
1005|7|1|1926-10-10
1006|7|1|1926-10-12
1007|5|0|1926-10-16
1008|1|3|1926-10-17
1009|8|0|1926-10-20
1010|3|3|1926-10-20
1011|1|6|1926-10-23
1012|0|2|1926-10-24
1013|0|6|1926-10-28
1014|3|1|1926-10-28
1015|3|0|1926-10-30
1016|1|1|1926-10-31
1017|2|3|1926-10-31
1018|1|6|1926-11-01
1019|5|1|1926-11-03
1020|6|2|1926-11-06
1021|3|1|1926-11-07
1022|3|1|1926-11-14
1023|6|0|1926-11-20
1024|2|3|1926-12-12
1025|4|2|1926-12-19
1026|3|3|1926-12-26
1027|2|3|1927-01-02
1028|1|5|1927-01-30
1029|3|3|1927-02-12
1030|2|2|1927-02-20
1031|0|2|1927-02-26
1032|2|0|1927-03-13
1033|4|0|1927-03-16
1034|1|2|1927-03-20
1035|1|2|1927-04-02
1036|2|1|1927-04-03
1037|2|2|1927-04-09
1038|6|0|1927-04-10
1039|3|0|1927-04-10
1040|3|1|1927-04-17
1041|1|0|1927-04-17
1042|4|1|1927-04-24
1043|3|3|1927-04-24
1044|3|2|1927-05-01
1045|0|3|1927-05-10
1046|1|9|1927-05-11
1047|0|2|1927-05-15
1048|2|5|1927-05-21
1049|4|1|1927-05-22
1050|1|4|1927-05-22
1051|4|0|1927-05-26
1052|0|6|1927-05-26
1053|2|0|1927-05-29
1054|0|1|1927-05-29
1055|12|0|1927-05-29
1056|1|4|1927-05-29
1057|1|1|1927-06-12
1058|13|1|1927-06-12
1059|6|2|1927-06-12
1060|3|1|1927-06-15
1061|4|1|1927-06-16
1062|3|3|1927-06-19
1063|0|0|1927-06-19
1064|2|2|1927-06-25
1065|3|5|1927-06-26
1066|3|1|1927-07-01
1067|1|2|1927-07-02
1068|1|0|1927-07-09
1069|0|1|1927-07-14
1070|3|3|1927-07-17
1071|1|4|1927-07-23
