1|713|FALSE
2|1085|FALSE
3|713|FALSE
4|1085|FALSE
5|713|FALSE
6|713|FALSE
7|1085|FALSE
8|2075|FALSE
9|713|FALSE
10|713|FALSE
11|1085|FALSE
12|1085|FALSE
13|2075|FALSE
14|713|FALSE
15|2075|FALSE
16|713|FALSE
17|270|FALSE
18|1085|FALSE
19|2075|FALSE
20|224|FALSE
21|2075|FALSE
22|713|FALSE
23|2075|FALSE
24|713|FALSE
25|1085|FALSE
26|1070|FALSE
27|1758|FALSE
28|2075|FALSE
29|224|FALSE
30|224|FALSE
31|2075|FALSE
32|224|FALSE
33|713|FALSE
34|2075|FALSE
35|713|FALSE
36|1147|FALSE
37|270|FALSE
38|713|FALSE
39|1085|FALSE
40|2075|FALSE
41|224|FALSE
42|1316|FALSE
43|2075|FALSE
44|224|FALSE
45|224|FALSE
46|713|FALSE
47|2075|FALSE
48|713|FALSE
49|1316|FALSE
50|1758|FALSE
51|713|FALSE
52|1085|FALSE
53|224|FALSE
54|270|FALSE
55|2075|FALSE
56|502|FALSE
57|2075|FALSE
58|589|FALSE
59|713|FALSE
60|224|FALSE
61|224|FALSE
62|713|FALSE
63|1829|FALSE
64|1070|FALSE
65|713|FALSE
66|1085|FALSE
67|2075|FALSE
68|224|FALSE
69|1765|TRUE
70|224|FALSE
71|2075|FALSE
72|1411|FALSE
73|224|FALSE
74|713|FALSE
75|224|FALSE
76|1841|FALSE
77|2073|FALSE
78|2075|FALSE
79|713|FALSE
80|270|FALSE
81|186|FALSE
82|224|FALSE
83|2075|FALSE
84|224|FALSE
85|589|FALSE
86|713|FALSE
87|260|FALSE
88|1829|FALSE
89|2075|FALSE
90|713|FALSE
91|1568|FALSE
92|1852|FALSE
93|224|FALSE
94|2075|FALSE
95|931|FALSE
96|224|FALSE
97|713|FALSE
98|530|FALSE
99|224|FALSE
100|1085|FALSE
101|2075|FALSE
102|713|FALSE
103|1070|FALSE
104|2075|FALSE
105|224|FALSE
106|386|FALSE
107|576|FALSE
108|224|FALSE
109|713|FALSE
110|1344|FALSE
111|224|FALSE
112|2075|FALSE
113|713|FALSE
114|1758|FALSE
115|1085|FALSE
116|1076|FALSE
117|224|FALSE
118|1260|FALSE
119|224|FALSE
120|2075|FALSE
121|713|FALSE
122|1841|FALSE
123|224|FALSE
124|2075|FALSE
125|326|FALSE
126|713|FALSE
127|260|FALSE
128|24|FALSE
129|1076|FALSE
130|224|FALSE
131|568|FALSE
132|386|FALSE
133|713|FALSE
134|713|FALSE
135|2075|FALSE
136|1800|FALSE
137|1318|FALSE
138|224|FALSE
139|1085|FALSE
140|386|FALSE
141|224|FALSE
142|2075|FALSE
143|726|FALSE
144|224|FALSE
145|260|FALSE
146|1243|FALSE
147|2013|FALSE
148|2073|FALSE
149|1514|FALSE
150|386|FALSE
151|713|FALSE
152|224|FALSE
153|1758|FALSE
154|338|FALSE
155|338|FALSE
156|339|FALSE
157|2013|FALSE
